web-scraper-order,web-scraper-start-url,articlelinks,articlelinks-href,superficie,prix,addresse,image_lien,image_lien-href
"1707664185-1603","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 300 m² - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrains-300-m-ndiass-4033017","300","7 000 000 CFA","Ndiass, Sénégal","",""
"1707664189-1604","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 861 m2 - Ngaparou","https://sn.coinafrique.com/annonce/terrains/terrain-861-m2-ngaparou-3998992","861","70 000 000 CFA","Ngaparou, Sénégal","",""
"1707664193-1605","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 500m² - Point Sarene Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-500m-point-sarene-mbour-4033626","500","30 000 000 CFA","Mbour, Sénégal","",""
"1707664197-1606","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 310m2 - Parcelles assainies unité 14","https://sn.coinafrique.com/annonce/terrains/terrain-310m2-parcelles-assainies-unite-14-3996743","300 m2","60 000 000 CFA","Keur Massar, Sénégal","",""
"1707664201-1607","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain commercial 1200m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-commercial-1200m-sindia-4034305","1200","80 000 000 CFA","Mbour, Sénégal","",""
"1707664206-1608","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-4035166","150","2 500 000 CFA","Rufisque, Sénégal","",""
"1707664210-1609","https://sn.coinafrique.com/categorie/terrains?page=31","Parcelles - Lac Rose","https://sn.coinafrique.com/annonce/terrains/parcelles-lac-rose-4035383","8000 m2","8 500 000 CFA","Mbao, Dakar, Sénégal","",""
"1707664215-1610","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 260m² - Maristes","https://sn.coinafrique.com/annonce/terrains/terrain-260m-maristes-4035984","260","100 000 000 CFA","Mariste, Dakar, Sénégal","",""
"1707664220-1611","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 150m² - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-massar-4036127","150","17 500 000 CFA","Keur Massar, Sénégal","",""
"1707664225-1612","https://sn.coinafrique.com/categorie/terrains?page=31","Vente maison inachvée  - Cambérène","https://sn.coinafrique.com/annonce/terrains/vente-maison-inachvee-camberene-4036251","","Prix sur demande","Cambérène, Dakar, Sénégal","",""
"1707664231-1613","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains - Mbambilor","https://sn.coinafrique.com/annonce/terrains/terrains-mbambilor-4036372","","3 000 000 CFA","Keur Massar, Sénégal","",""
"1707664235-1614","https://sn.coinafrique.com/categorie/terrains?page=31","Parcelle 600m2   - Ngaparou","https://sn.coinafrique.com/annonce/terrains/parcelle-600m2-ngaparou-4002064","600","45 000 000 CFA","Ngaparou, Sénégal","",""
"1707664244-1615","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 250 m2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-250-m2-almadies-4036816","250 m2","135 000 000 CFA","Dakar, Sénégal","",""
"1707664248-1616","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4037344","300","3 000 000 CFA","Mbour, Sénégal","",""
"1707664251-1617","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 200m 2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-200m-2-almadies-4002861","200 m2","110 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707664254-1618","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 5 lots - Almadies cité promobile","https://sn.coinafrique.com/annonce/terrains/terrains-5-lots-almadies-cite-promobile-4002874","","125 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707664258-1619","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 400 m2 - Yoff hangar pèlerin","https://sn.coinafrique.com/annonce/terrains/terrain-400-m2-yoff-hangar-pelerin-4002867","400 m2","180 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707664262-1620","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains - Keur ndiaye lo","https://sn.coinafrique.com/annonce/terrains/terrains-keur-ndiaye-lo-4002889","","8 000 000 CFA","Rufisque, Sénégal","",""
"1707664265-1621","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 155 m² à Sangalkam","https://sn.coinafrique.com/annonce/terrains/terrain-155-m-a-sangalkam-3999511","155","15 000 000 CFA","Rufisque, Sénégal","",""
"1707664273-1622","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 150m² - Guédiawaye","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediawaye-4037598","150","35 000 000 CFA","Guediawaye, Dakar, Sénégal","",""
"1707664279-1623","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150m² - Guédiawaye","https://sn.coinafrique.com/annonce/terrains/terrains-150m-guediawaye-4037603","","Prix sur demande","Guediawaye, Dakar, Sénégal","",""
"1707664282-1624","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 300 m2 - Yenne","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-yenne-4037757","300 m2","6 000 000 CFA","Ndiass, Sénégal","",""
"1707664285-1625","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 50Ha - Daga Kholpa","https://sn.coinafrique.com/annonce/terrains/terrains-50ha-daga-kholpa-4037833","50000","25 000 CFA","Mbour, Sénégal","",""
"1707664289-1626","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 1000m² - Almadie","https://sn.coinafrique.com/annonce/terrains/terrain-1000m-almadie-4038110","1000 m2","1 500 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707664292-1627","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 150m² - Lac rose","https://sn.coinafrique.com/annonce/terrains/terrain-150m-lac-rose-4038138","","2 500 000 CFA","Dakar, Sénégal","",""
"1707664295-1628","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 358m2 TF - Mamelles","https://sn.coinafrique.com/annonce/terrains/terrain-358m2-tf-mamelles-4003432","358","150 000 000 CFA","Mamelles, Dakar, Sénégal","",""
"1707664298-1629","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrains-150m-diamniadio-4039137","150","7 000 000 CFA","Parcelle Assainies, Dakar, Sénégal","",""
"1707664302-1630","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain  200 m2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-200-m2-almadies-4004775","200","90 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707664306-1631","https://sn.coinafrique.com/categorie/terrains?page=31","Parcelle 300 m2   - Almadies","https://sn.coinafrique.com/annonce/terrains/parcelle-300-m2-almadies-4004783","300","135 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707664310-1632","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 300m² - Ngerigne","https://sn.coinafrique.com/annonce/terrains/terrain-300m-ngerigne-4040349","300 m2","Prix sur demande","Mbour, Sénégal","",""
"1707664314-1633","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 150m² - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4040488","150 m2","5 000 000 CFA","Keur Massar, Sénégal","",""
"1707664318-1634","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrains-300m-mbour-4040597","300","Prix sur demande","Mbour, Sénégal","",""
"1707664323-1635","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150 m2   - Parcelles Assainies","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-parcelles-assainies-4003648","150","43 000 000 CFA","Parcelle Assainies, Dakar, Sénégal","",""
"1707664328-1636","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 400 m2 - Mermoz","https://sn.coinafrique.com/annonce/terrains/terrains-400-m2-mermoz-4006370","400","340 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","",""
"1707664333-1637","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150 m2 - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-bambilor-4041120","","1 500 000 CFA","Dakar Plateau, Dakar, Sénégal","",""
"1707664338-1638","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 400m² - Thiès","https://sn.coinafrique.com/annonce/terrains/terrain-400m-thies-4041428","400 m2","7 000 000 CFA","Thies, Sénégal","",""
"1707664343-1639","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 2000 m² - Dieuppeul","https://sn.coinafrique.com/annonce/terrains/terrain-2000-m-dieuppeul-4006929","2000","1 500 000 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","",""
"1707664347-1640","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 5000 m² - Dieuppeul-Derklé","https://sn.coinafrique.com/annonce/terrains/terrain-5000-m-dieuppeul-derkle-4006936","5000","2 175 000 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","",""
"1707664357-1641","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150  m2 - Keur massar","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-4041669","150","8 000 000 CFA","Keur Massar, Sénégal","",""
"1707664360-1642","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 1ha -  Warang","https://sn.coinafrique.com/annonce/terrains/terrain-1ha-warang-4042206","18000 m2","1 170 000 000 CFA","Saly, Sénégal","",""
"1707664364-1643","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 404 m2 - Mermoz","https://sn.coinafrique.com/annonce/terrains/terrains-404-m2-mermoz-4007862","404","340 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","",""
"1707664368-1644","https://sn.coinafrique.com/categorie/terrains?page=31","Vente maison inachevée - Croisement Saly","https://sn.coinafrique.com/annonce/terrains/vente-maison-inachevee-croisement-saly-4042687","400 m2","35 000 000 CFA","Mbour, Sénégal","",""
"1707664373-1645","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain - Thiès","https://sn.coinafrique.com/annonce/terrains/terrain-thies-4043170","200 m2","900 000 CFA","Dakar, Sénégal","",""
"1707664376-1646","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 2 ha - Dakar","https://sn.coinafrique.com/annonce/terrains/terrains-2-ha-dakar-4043258","20000","100 000 000 CFA","Dakar, Sénégal","",""
"1707664379-1647","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 150m² -  Sebikhotane","https://sn.coinafrique.com/annonce/terrains/terrain-150m-sebikhotane-4043720","150 m2","3 500 000 CFA","Rufisque, Sénégal","",""
"1707664385-1648","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 225m² - Gorom 2 cité Police","https://sn.coinafrique.com/annonce/terrains/terrains-225m-gorom-2-cite-police-4043726","225 m2","5 000 000 CFA","Rufisque, Sénégal","",""
"1707664389-1649","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains  - Mbour Tivaone","https://sn.coinafrique.com/annonce/terrains/terrains-mbour-tivaone-4043848","150 m2","1 200 000 CFA","HLM, Dakar, Sénégal","",""
"1707664393-1650","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 200m² - Cité Keur Gorgui","https://sn.coinafrique.com/annonce/terrains/terrain-200m-cite-keur-gorgui-4044196","200","180 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","",""
"1707664397-1651","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 150 m2 - Sicap keur massar","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-sicap-keur-massar-4044324","150 m2","10 000 000 CFA","Dakar, Sénégal","",""
"1707664401-1652","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 200m² - Déni Biram Ndao Nord","https://sn.coinafrique.com/annonce/terrains/terrain-200m-deni-biram-ndao-nord-4044442","200","2 000 000 CFA","Lac rose, Sénégal","",""
"1707664405-1653","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 300 m2 - Toubab dialao","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-toubab-dialao-4044536","300","6 000 000 CFA","Toubab Dialao, Sénégal","",""
"1707664409-1654","https://sn.coinafrique.com/categorie/terrains?page=31","Vente villa à  démolir - Keur Gorgui Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-keur-gorgui-mermoz-sacre-coeur-4009900","262","280 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","",""
"1707664413-1655","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 200m² - Cité Keur Goorgui","https://sn.coinafrique.com/annonce/terrains/terrain-200m-cite-keur-goorgui-4045442","200 m2","250 000 000 CFA","Dakar, Sénégal","",""
"1707664418-1656","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150m² - Ndiakhirate","https://sn.coinafrique.com/annonce/terrains/terrains-150m-ndiakhirate-4045961","150","6 500 000 CFA","Rufisque, Sénégal","",""
"1707664422-1657","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 150 m2 bail  - Ngor","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-bail-ngor-4010957","150","80 000 000 CFA","Ngor, Dakar, Sénégal","",""
"1707664433-1658","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 2000 m2 - Vdn -exclusive - sipres","https://sn.coinafrique.com/annonce/terrains/terrain-2000-m2-vdn-exclusive-sipres-4010979","2000","2 400 000 000 CFA","Sipres, Dakar, Sénégal","",""
"1707664437-1659","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 350m2 TF - Cité Keur Gorgui","https://sn.coinafrique.com/annonce/terrains/terrain-350m2-tf-cite-keur-gorgui-4011252","350","297 500 000 CFA","Sacré-Coeur, Dakar, Sénégal","",""
"1707664441-1660","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150m² - Thiès","https://sn.coinafrique.com/annonce/terrains/terrains-150m-thies-4046627","150","2 500 000 CFA","Thies, Sénégal","",""
"1707664445-1661","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150m² - Déni Biram Ndao nord","https://sn.coinafrique.com/annonce/terrains/terrains-150m-deni-biram-ndao-nord-4047299","150","2 500 000 CFA","Lac rose, Sénégal","",""
"1707664450-1662","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150m²  - Yenne","https://sn.coinafrique.com/annonce/terrains/terrains-150m-yenne-4047582","150","3 800 000 CFA","Toubab Dialao, Sénégal","",""
"1707664457-1663","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains - Nooto Sao","https://sn.coinafrique.com/annonce/terrains/terrains-nooto-sao-4047615","15000 m2","3 000 CFA","Dakar, Sénégal","",""
"1707664461-1664","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 4000m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrains-4000m-mbour-4047855","4000","60 000 000 CFA","Mbour, Sénégal","",""
"1707664464-1665","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain - Mbambilor","https://sn.coinafrique.com/annonce/terrains/terrain-mbambilor-4048512","","3 000 000 CFA","Keur Massar, Sénégal","",""
"1707664468-1666","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 8 lots  -  Zac Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-8-lots-zac-mbao-4049019","150 m2","25 000 000 CFA","Keur Massar, Sénégal","",""
"1707664472-1667","https://sn.coinafrique.com/categorie/terrains?page=31","Parcelle 1000m2 - Cité Touba Almdies","https://sn.coinafrique.com/annonce/terrains/parcelle-1000m2-cite-touba-almdies-4013606","1000","900 000 000 CFA","Mamelles, Dakar, Sénégal","",""
"1707664476-1668","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 210m²  - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-210m-keur-massar-4049053","210","16 000 000 CFA","Keur Massar, Sénégal","",""
"1707664485-1669","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150m²  - Rufisque Sangalkam","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-sangalkam-4049478","150","5 000 000 CFA","Rufisque, Sénégal","",""
"1707664490-1670","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains m²  - Petit Mbao extension","https://sn.coinafrique.com/annonce/terrains/terrains-m-petit-mbao-extension-4049518","","17 000 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","",""
"1707664494-1671","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain - Keur Ndiaye Lo","https://sn.coinafrique.com/annonce/terrains/terrain-keur-ndiaye-lo-4049913","7766","Prix sur demande","Dakar, Sénégal","",""
"1707664496-1672","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 10000m²  - Thies","https://sn.coinafrique.com/annonce/terrains/terrains-10000m-thies-4050050","10000","50 000 000 CFA","Thies, Sénégal","",""
"1707664501-1673","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 610 m2 - Yoff Virage","https://sn.coinafrique.com/annonce/terrains/terrains-610-m2-yoff-virage-4014358","610","550 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707664505-1674","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain  13000m²  - Saly","https://sn.coinafrique.com/annonce/terrains/terrain-13000m-saly-4050977","13000 m2","50 000 CFA","Mbour, Sénégal","",""
"1707664510-1675","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain  400m² - Saly","https://sn.coinafrique.com/annonce/terrains/terrain-400m-saly-4050982","400 m2","16 000 000 CFA","Mbour, Sénégal","",""
