web-scraper-order,web-scraper-start-url,villas_links,villas_links-href,Nombres_de_pieces,nbrdeb,superficie,addresse
"1707508730-716","https://sn.coinafrique.com/categorie/villas?page=42","Location villa 3 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-dakar-3643009","2","150","","Dakar, Sénégal"
"1707508734-717","https://sn.coinafrique.com/categorie/villas?page=42","Location villa meublée 4 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-4-pieces-ngaparou-3643312","","","","Mbour, Sénégal"
"1707508739-718","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa - Somone","https://sn.coinafrique.com/annonce/villas/vente-villa-somone-3643316","","","","Mbour, Sénégal"
"1707508744-719","https://sn.coinafrique.com/categorie/villas?page=42","Location villa R+1 - Virage","https://sn.coinafrique.com/annonce/villas/location-villa-r1-virage-3643340","7","4","630 m2","Almadies, Dakar, Sénégal"
"1707508749-720","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa 4 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-ngaparou-3643511","3","3","600 m2","Saly, Sénégal"
"1707508756-721","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa 6 pièces - Ngor - Almadie","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-ngor-almadie-3643910","6","3","150 m2","Dakar, Sénégal"
"1707508762-722","https://sn.coinafrique.com/categorie/villas?page=42","Vente villas 9 pièces - Yoff","https://sn.coinafrique.com/annonce/villas/vente-villas-9-pieces-yoff-3644102","9","3","300","Yoff, Dakar, Sénégal"
"1707508768-723","https://sn.coinafrique.com/categorie/villas?page=42","Vente villas 20 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/vente-villas-20-pieces-ngor-3644208","20","250","","Ngor, Dakar, Sénégal"
"1707508775-724","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa 4 pièces - Nguerigne","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-nguerigne-3644613","4","4","500 m2","Ngaparou, Sénégal"
"1707508780-725","https://sn.coinafrique.com/categorie/villas?page=42","Vente villas 8 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-sicap-liberte-3601155","8","8","105","Sicap Liberté, Dakar, Sénégal"
"1707508785-726","https://sn.coinafrique.com/categorie/villas?page=42","Location Villa 8 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-mamelles-3645510","8","8","","Mamelles, Dakar, Sénégal"
"1707508789-727","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa R+1 7 pièces -  Cité comico yeumbeul","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-7-pieces-cite-comico-yeumbeul-3645631","9","2","200","Dakar, Sénégal"
"1707508794-728","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa R+1 - Liberté 4","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-liberte-4-3645639","13","5","300 m2","Dakar, Sénégal"
"1707508821-729","https://sn.coinafrique.com/categorie/villas?page=42","Location villa R+2 7 pièces - Camberene","https://sn.coinafrique.com/annonce/villas/location-villa-r2-7-pieces-camberene-3646351","240 m2","","","Dakar, Sénégal"
"1707508827-730","https://sn.coinafrique.com/categorie/villas?page=42","Vente Villa 10 pièces - Toubab Dialao","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-toubab-dialao-3646421","10","5","260","Toubab Dialao, Sénégal"
"1707508833-731","https://sn.coinafrique.com/categorie/villas?page=42","Vente Villa 3 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-keur-massar-3646455","","","","Dakar, Sénégal"
"1707508836-732","https://sn.coinafrique.com/categorie/villas?page=42","Vente Villa 07 pièces - Mermoz Sacré Coeur","https://sn.coinafrique.com/annonce/villas/vente-villa-07-pieces-mermoz-sacre-coeur-3604921","7","8","675","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707508840-733","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa 7 pièces - Malika","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-malika-3646914","7","7","3200 m2","Keur Massar, Sénégal"
"1707508845-734","https://sn.coinafrique.com/categorie/villas?page=42","Location Villa 4 pièces -  Keur Massar","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-keur-massar-3646947","4","4","150 m2","Keur Massar, Sénégal"
"1707508851-735","https://sn.coinafrique.com/categorie/villas?page=42","Location villa basse 4 pièces - Keur Mbaye fall","https://sn.coinafrique.com/annonce/villas/location-villa-basse-4-pieces-keur-mbaye-fall-3647166","4","3","150 m2","Dakar, Sénégal"
"1707508855-736","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa 760m²  - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-760m-almadies-3607735","760","","","Almadies, Dakar, Sénégal"
"1707508859-737","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa 200m² - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-200m-zac-mbao-3607770","200","","","Mbao, Dakar, Sénégal"
"1707508866-738","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa basse 6 pièces - Liberté 6","https://sn.coinafrique.com/annonce/villas/vente-villa-basse-6-pieces-liberte-6-3607875","6","3","200 m2","Dakar, Sénégal"
"1707508872-739","https://sn.coinafrique.com/categorie/villas?page=42","Location villa R+ 1 à  Mermoz pyrotechnique","https://sn.coinafrique.com/annonce/villas/location-villa-r-1-a-mermoz-pyrotechnique-3607920","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707508878-740","https://sn.coinafrique.com/categorie/villas?page=42","Vente maison R+4  - Biscuiterie","https://sn.coinafrique.com/annonce/villas/vente-maison-r4-biscuiterie-3647474","4","150 m2","","Fann, Dakar, Sénégal"
"1707508882-741","https://sn.coinafrique.com/categorie/villas?page=42","Location villa meublée -  Ngaparou","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-ngaparou-3624416","5","4","600 m2","Mbour, Sénégal"
"1707508889-742","https://sn.coinafrique.com/categorie/villas?page=42","Vente Villa 4 pièces  - Mbour Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mbour-ngaparou-3616625","4","600 m2","","Mbour, Sénégal"
"1707508894-743","https://sn.coinafrique.com/categorie/villas?page=42","Vente Villa R+2 - Mamelles Cité Mbakiyou Faye","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-mamelles-cite-mbakiyou-faye-3608483","","","","Mamelles, Dakar, Sénégal"
"1707508902-744","https://sn.coinafrique.com/categorie/villas?page=42","Vente Villa meublée R+2 - Liberté 6","https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-r2-liberte-6-3613521","150 m2","","","Sicap Liberté, Dakar, Sénégal"
"1707508909-745","https://sn.coinafrique.com/categorie/villas?page=42","Location Villa 8 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-almadies-3647983","8","7","400","Almadies, Dakar, Sénégal"
"1707508911-746","https://sn.coinafrique.com/categorie/villas?page=42","Location villa 5 pièces - Mermoz-sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-coeur-3609245","5","4","432","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707508917-747","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa - Somone","https://sn.coinafrique.com/annonce/villas/vente-villa-somone-3648566","4","4","","Sacré-Coeur, Dakar, Sénégal"
"1707508921-748","https://sn.coinafrique.com/categorie/villas?page=42","Vente Villa commerciale R+3 - HLM Grand Médine","https://sn.coinafrique.com/annonce/villas/vente-villa-commerciale-r3-hlm-grand-medine-3614623","200 m2","","","Diamalaye 1, Dakar, Sénégal"
"1707508925-749","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa 2 pièces - Diamniadio","https://sn.coinafrique.com/annonce/villas/vente-villa-2-pieces-diamniadio-3649956","2","150 m2","","Dakar, Sénégal"
"1707508929-750","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa 9 pièces - Yoff Layene","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-yoff-layene-3613950","9","5","400","Yoff, Dakar, Sénégal"
"1707508933-751","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa 4 pièces - Thiés","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-thies-3650471","3","2","163","Thies, Sénégal"
"1707508937-752","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa  R+2 - Petit Mbao Cité Adjia Marem","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-petit-mbao-cite-adjia-marem-3650761","4","1","150 m2","Dakar, Sénégal"
"1707508942-753","https://sn.coinafrique.com/categorie/villas?page=42","Vente Villa - Cité Socabeg","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-socabeg-3615880","3","1","150 m2","Keur Massar, Sénégal"
"1707508949-754","https://sn.coinafrique.com/categorie/villas?page=42","Location Villa 10 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-almadies-3612035","10","6","750","Almadies, Dakar, Sénégal"
"1707508954-755","https://sn.coinafrique.com/categorie/villas?page=42","Vente villa 4 pièces - Tivaoune Peul Socabek","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-tivaoune-peul-socabek-3651532","3","2","150 m2","Rufisque, Sénégal"
"1707508960-756","https://sn.coinafrique.com/categorie/villas?page=42","Vente Villa 6 pièces - Mariste","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-mariste-3631871","6","3","","Mariste, Dakar, Sénégal"
"1707508978-757","https://sn.coinafrique.com/categorie/villas?page=41","Vente villa R+2 à Grand Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-a-grand-mbao-3651756","150 m2","","","Grand Yoff, Dakar, Sénégal"
"1707508984-758","https://sn.coinafrique.com/categorie/villas?page=41","Vente villa  R+2 à Liberté 6","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-a-liberte-6-3645058","150 m2","","","Grand Yoff, Dakar, Sénégal"
"1707508991-759","https://sn.coinafrique.com/categorie/villas?page=41","Vente villa R+2 - Djily Mbaye Yoff","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-djily-mbaye-yoff-3613121","9","8","450 m2","Yoff, Dakar, Sénégal"
"1707509002-760","https://sn.coinafrique.com/categorie/villas?page=41","Vente villa 300 m2 TF - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-300-m2-tf-saly-3613187","4","4","380","Saly, Sénégal"
"1707509010-761","https://sn.coinafrique.com/categorie/villas?page=41","Vente villa 500 m2 - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-500-m2-saly-3613205","6","4","500","Saly, Sénégal"
"1707509015-762","https://sn.coinafrique.com/categorie/villas?page=41","Location villa 6 pièces - Sacré cœur","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-cur-3652480","6","6","200 m2","Sacré-Coeur, Dakar, Sénégal"
"1707509020-763","https://sn.coinafrique.com/categorie/villas?page=41","Vente villa 4 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-rufisque-3652641","3","2","171 m2","Rufisque, Sénégal"
"1707509025-764","https://sn.coinafrique.com/categorie/villas?page=41","Vente maison 3 pièces - Comico bambilor","https://sn.coinafrique.com/annonce/villas/vente-maison-3-pieces-comico-bambilor-3652654","3","200 m2","","Dakar, Sénégal"
"1707509029-765","https://sn.coinafrique.com/categorie/villas?page=41","Vente Villa 168 m² - HLM 6","https://sn.coinafrique.com/annonce/villas/vente-villa-168-m-hlm-6-3610453","4","2","168 m2","HLM, Dakar, Sénégal"
"1707509033-766","https://sn.coinafrique.com/categorie/villas?page=41","Location Villa 7 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadies-3644103","7","4","200","Almadies, Dakar, Sénégal"
